,geometry,fault_count,GiZScore,GiPValue
1005,"POLYGON ((0.191913293319719 52.6243872554241, 0.191913293319719 52.67438725542409, 0.141913293319719 52.67438725542409, 0.141913293319719 52.6243872554241, 0.191913293319719 52.6243872554241))",190.0,-0.20455681304088005,0.463
1006,"POLYGON ((0.191913293319719 52.67438725542409, 0.191913293319719 52.72438725542409, 0.141913293319719 52.72438725542409, 0.141913293319719 52.67438725542409, 0.191913293319719 52.67438725542409))",356.0,-0.5792742121072173,0.207
1014,"POLYGON ((0.2419132933197191 50.8743872554242, 0.2419132933197191 50.92438725542419, 0.1919132933197191 50.92438725542419, 0.1919132933197191 50.8743872554242, 0.2419132933197191 50.8743872554242))",298.0,,0.001
1017,"POLYGON ((0.2419132933197191 51.02438725542419, 0.2419132933197191 51.07438725542418, 0.1919132933197191 51.07438725542418, 0.1919132933197191 51.02438725542419, 0.2419132933197191 51.02438725542419))",165.0,,0.001
1019,"POLYGON ((0.2419132933197191 51.12438725542418, 0.2419132933197191 51.17438725542418, 0.1919132933197191 51.17438725542418, 0.1919132933197191 51.12438725542418, 0.2419132933197191 51.12438725542418))",139.0,,0.001
1024,"POLYGON ((0.2419132933197191 51.37438725542417, 0.2419132933197191 51.42438725542416, 0.1919132933197191 51.42438725542416, 0.1919132933197191 51.37438725542417, 0.2419132933197191 51.37438725542417))",694.0,0.19139267546866467,0.261
1025,"POLYGON ((0.2419132933197191 51.42438725542416, 0.2419132933197191 51.47438725542416, 0.1919132933197191 51.47438725542416, 0.1919132933197191 51.42438725542416, 0.2419132933197191 51.42438725542416))",530.0,0.08881967780851117,0.306
1026,"POLYGON ((0.2419132933197191 51.47438725542416, 0.2419132933197191 51.52438725542416, 0.1919132933197191 51.52438725542416, 0.1919132933197191 51.47438725542416, 0.2419132933197191 51.47438725542416))",276.0,0.3614493744973207,0.196
1027,"POLYGON ((0.2419132933197191 51.52438725542416, 0.2419132933197191 51.57438725542416, 0.1919132933197191 51.57438725542416, 0.1919132933197191 51.52438725542416, 0.2419132933197191 51.52438725542416))",682.0,0.5974808130146667,0.154
1028,"POLYGON ((0.2419132933197191 51.57438725542416, 0.2419132933197191 51.62438725542415, 0.1919132933197191 51.62438725542415, 0.1919132933197191 51.57438725542416, 0.2419132933197191 51.57438725542416))",1143.0,0.538462974075169,0.182
1047,"POLYGON ((0.2419132933197191 52.5243872554241, 0.2419132933197191 52.5743872554241, 0.1919132933197191 52.5743872554241, 0.1919132933197191 52.5243872554241, 0.2419132933197191 52.5243872554241))",146.0,,0.001
1051,"POLYGON ((0.2419132933197191 52.72438725542409, 0.2419132933197191 52.77438725542409, 0.1919132933197191 52.77438725542409, 0.1919132933197191 52.72438725542409, 0.2419132933197191 52.72438725542409))",213.0,,0.001
1056,"POLYGON ((0.2919132933197191 50.7743872554242, 0.2919132933197191 50.8243872554242, 0.2419132933197191 50.8243872554242, 0.2419132933197191 50.7743872554242, 0.2919132933197191 50.7743872554242))",653.0,-0.46040984156984005,0.314
1057,"POLYGON ((0.2919132933197191 50.8243872554242, 0.2919132933197191 50.8743872554242, 0.2419132933197191 50.8743872554242, 0.2419132933197191 50.8243872554242, 0.2919132933197191 50.8243872554242))",242.0,0.4676591868826446,0.199
1059,"POLYGON ((0.2919132933197191 50.92438725542419, 0.2919132933197191 50.97438725542419, 0.2419132933197191 50.97438725542419, 0.2419132933197191 50.92438725542419, 0.2919132933197191 50.92438725542419))",547.0,,0.001
1063,"POLYGON ((0.2919132933197191 51.12438725542418, 0.2919132933197191 51.17438725542418, 0.2419132933197191 51.17438725542418, 0.2419132933197191 51.12438725542418, 0.2919132933197191 51.12438725542418))",832.0,-0.21990839028009498,0.468
1064,"POLYGON ((0.2919132933197191 51.17438725542418, 0.2919132933197191 51.22438725542418, 0.2419132933197191 51.22438725542418, 0.2419132933197191 51.17438725542418, 0.2919132933197191 51.17438725542418))",348.0,0.8729750973577042,0.103
1069,"POLYGON ((0.2919132933197191 51.42438725542416, 0.2919132933197191 51.47438725542416, 0.2419132933197191 51.47438725542416, 0.2419132933197191 51.42438725542416, 0.2919132933197191 51.42438725542416))",83.0,-0.14172024982461273,0.421
1070,"POLYGON ((0.2919132933197191 51.47438725542416, 0.2919132933197191 51.52438725542416, 0.2419132933197191 51.52438725542416, 0.2419132933197191 51.47438725542416, 0.2919132933197191 51.47438725542416))",384.0,-0.5406827680914438,0.134
1071,"POLYGON ((0.2919132933197191 51.52438725542416, 0.2919132933197191 51.57438725542416, 0.2419132933197191 51.57438725542416, 0.2419132933197191 51.52438725542416, 0.2919132933197191 51.52438725542416))",331.0,-0.14053808807556858,0.422
1074,"POLYGON ((0.2919132933197191 51.67438725542415, 0.2919132933197191 51.72438725542415, 0.2419132933197191 51.72438725542415, 0.2419132933197191 51.67438725542415, 0.2919132933197191 51.67438725542415))",566.0,,0.001
1076,"POLYGON ((0.2919132933197191 51.77438725542414, 0.2919132933197191 51.82438725542414, 0.2419132933197191 51.82438725542414, 0.2419132933197191 51.77438725542414, 0.2919132933197191 51.77438725542414))",247.0,-0.5006617691473508,0.279
1077,"POLYGON ((0.2919132933197191 51.82438725542414, 0.2919132933197191 51.87438725542414, 0.2419132933197191 51.87438725542414, 0.2419132933197191 51.82438725542414, 0.2919132933197191 51.82438725542414))",225.0,-0.45100567666541824,0.316
1080,"POLYGON ((0.2919132933197191 51.97438725542413, 0.2919132933197191 52.02438725542413, 0.2419132933197191 52.02438725542413, 0.2419132933197191 51.97438725542413, 0.2919132933197191 51.97438725542413))",530.0,-0.7277998788608404,0.085
1081,"POLYGON ((0.2919132933197191 52.02438725542413, 0.2919132933197191 52.07438725542413, 0.2419132933197191 52.07438725542413, 0.2419132933197191 52.02438725542413, 0.2919132933197191 52.02438725542413))",124.0,0.18890859199599835,0.262
1088,"POLYGON ((0.2919132933197191 52.37438725542411, 0.2919132933197191 52.42438725542411, 0.2419132933197191 52.42438725542411, 0.2419132933197191 52.37438725542411, 0.2919132933197191 52.37438725542411))",347.0,,0.001
1093,"POLYGON ((0.2919132933197191 52.6243872554241, 0.2919132933197191 52.67438725542409, 0.2419132933197191 52.67438725542409, 0.2419132933197191 52.6243872554241, 0.2919132933197191 52.6243872554241))",200.0,,0.001
1100,"POLYGON ((0.3419132933197191 50.7743872554242, 0.3419132933197191 50.8243872554242, 0.2919132933197192 50.8243872554242, 0.2919132933197192 50.7743872554242, 0.3419132933197191 50.7743872554242))",523.0,,0.001
1104,"POLYGON ((0.3419132933197191 50.97438725542419, 0.3419132933197191 51.02438725542419, 0.2919132933197192 51.02438725542419, 0.2919132933197192 50.97438725542419, 0.3419132933197191 50.97438725542419))",518.0,-0.3930579074329863,0.375
1105,"POLYGON ((0.3419132933197191 51.02438725542419, 0.3419132933197191 51.07438725542418, 0.2919132933197192 51.07438725542418, 0.2919132933197192 51.02438725542419, 0.3419132933197191 51.02438725542419))",272.0,0.16234586267306172,0.295
1108,"POLYGON ((0.3419132933197191 51.17438725542418, 0.3419132933197191 51.22438725542418, 0.2919132933197192 51.22438725542418, 0.2919132933197192 51.17438725542418, 0.3419132933197191 51.17438725542418))",189.0,,0.001
1110,"POLYGON ((0.3419132933197191 51.27438725542417, 0.3419132933197191 51.32438725542417, 0.2919132933197192 51.32438725542417, 0.2919132933197192 51.27438725542417, 0.3419132933197191 51.27438725542417))",512.0,,0.001
1112,"POLYGON ((0.3419132933197191 51.37438725542417, 0.3419132933197191 51.42438725542416, 0.2919132933197192 51.42438725542416, 0.2919132933197192 51.37438725542417, 0.3419132933197191 51.37438725542417))",298.0,-0.3782288623907085,0.383
1113,"POLYGON ((0.3419132933197191 51.42438725542416, 0.3419132933197191 51.47438725542416, 0.2919132933197192 51.47438725542416, 0.2919132933197192 51.42438725542416, 0.3419132933197191 51.42438725542416))",279.0,-0.4676867592511742,0.2
1114,"POLYGON ((0.3419132933197191 51.47438725542416, 0.3419132933197191 51.52438725542416, 0.2919132933197192 51.52438725542416, 0.2919132933197192 51.47438725542416, 0.3419132933197191 51.47438725542416))",181.0,-0.5666527529484685,0.105
1115,"POLYGON ((0.3419132933197191 51.52438725542416, 0.3419132933197191 51.57438725542416, 0.2919132933197192 51.57438725542416, 0.2919132933197192 51.52438725542416, 0.3419132933197191 51.52438725542416))",113.0,-0.04990958357750824,0.39
1116,"POLYGON ((0.3419132933197191 51.57438725542416, 0.3419132933197191 51.62438725542415, 0.2919132933197192 51.62438725542415, 0.2919132933197192 51.57438725542416, 0.3419132933197191 51.57438725542416))",668.0,-0.7522316015690066,0.061
1126,"POLYGON ((0.3419132933197191 52.07438725542413, 0.3419132933197191 52.12438725542412, 0.2919132933197192 52.12438725542412, 0.2919132933197192 52.07438725542413, 0.3419132933197191 52.07438725542413))",278.0,,0.001
1130,"POLYGON ((0.3419132933197191 52.27438725542412, 0.3419132933197191 52.32438725542411, 0.2919132933197192 52.32438725542411, 0.2919132933197192 52.27438725542412, 0.3419132933197191 52.27438725542412))",184.0,-0.5032765027973604,0.264
1131,"POLYGON ((0.3419132933197191 52.32438725542411, 0.3419132933197191 52.37438725542411, 0.2919132933197192 52.37438725542411, 0.2919132933197192 52.32438725542411, 0.3419132933197191 52.32438725542411))",224.0,-0.5935538178769202,0.185
1133,"POLYGON ((0.3419132933197191 52.42438725542411, 0.3419132933197191 52.47438725542411, 0.2919132933197192 52.47438725542411, 0.2919132933197192 52.42438725542411, 0.3419132933197191 52.42438725542411))",259.0,,0.001
1153,"POLYGON ((0.3919132933197192 51.22438725542418, 0.3919132933197192 51.27438725542417, 0.3419132933197192 51.27438725542417, 0.3419132933197192 51.22438725542418, 0.3919132933197192 51.22438725542418))",268.0,,0.001
1156,"POLYGON ((0.3919132933197192 51.37438725542417, 0.3919132933197192 51.42438725542416, 0.3419132933197192 51.42438725542416, 0.3419132933197192 51.37438725542417, 0.3919132933197192 51.37438725542417))",348.0,1.311828810112123,0.079
1157,"POLYGON ((0.3919132933197192 51.42438725542416, 0.3919132933197192 51.47438725542416, 0.3419132933197192 51.47438725542416, 0.3419132933197192 51.42438725542416, 0.3919132933197192 51.42438725542416))",1026.0,-0.3880615177690948,0.283
1158,"POLYGON ((0.3919132933197192 51.47438725542416, 0.3919132933197192 51.52438725542416, 0.3419132933197192 51.52438725542416, 0.3419132933197192 51.47438725542416, 0.3919132933197192 51.47438725542416))",199.0,0.3408021973459517,0.2
1159,"POLYGON ((0.3919132933197192 51.52438725542416, 0.3919132933197192 51.57438725542416, 0.3419132933197192 51.57438725542416, 0.3419132933197192 51.52438725542416, 0.3919132933197192 51.52438725542416))",168.0,-0.5599416934644645,0.23
1161,"POLYGON ((0.3919132933197192 51.62438725542415, 0.3919132933197192 51.67438725542415, 0.3419132933197192 51.67438725542415, 0.3419132933197192 51.62438725542415, 0.3919132933197192 51.62438725542415))",276.0,,0.001
1165,"POLYGON ((0.3919132933197192 51.82438725542414, 0.3919132933197192 51.87438725542414, 0.3419132933197192 51.87438725542414, 0.3419132933197192 51.82438725542414, 0.3919132933197192 51.82438725542414))",344.0,,0.001
1167,"POLYGON ((0.3919132933197192 51.92438725542414, 0.3919132933197192 51.97438725542413, 0.3419132933197192 51.97438725542413, 0.3419132933197192 51.92438725542414, 0.3919132933197192 51.92438725542414))",263.0,,0.001
1173,"POLYGON ((0.3919132933197192 52.22438725542412, 0.3919132933197192 52.27438725542412, 0.3419132933197192 52.27438725542412, 0.3419132933197192 52.22438725542412, 0.3919132933197192 52.22438725542412))",116.0,,0.001
1179,"POLYGON ((0.3919132933197192 52.5243872554241, 0.3919132933197192 52.5743872554241, 0.3419132933197192 52.5743872554241, 0.3419132933197192 52.5243872554241, 0.3919132933197192 52.5243872554241))",148.0,-0.3314964645083489,0.423
1180,"POLYGON ((0.3919132933197192 52.5743872554241, 0.3919132933197192 52.6243872554241, 0.3419132933197192 52.6243872554241, 0.3419132933197192 52.5743872554241, 0.3919132933197192 52.5743872554241))",300.0,-0.6745756552910576,0.114
1182,"POLYGON ((0.3919132933197192 52.67438725542409, 0.3919132933197192 52.72438725542409, 0.3419132933197192 52.72438725542409, 0.3419132933197192 52.67438725542409, 0.3919132933197192 52.67438725542409))",140.0,,0.001
1189,"POLYGON ((0.4419132933197192 50.8243872554242, 0.4419132933197192 50.8743872554242, 0.3919132933197192 50.8743872554242, 0.3919132933197192 50.8243872554242, 0.4419132933197192 50.8243872554242))",278.0,-0.33082017674930486,0.42
1190,"POLYGON ((0.4419132933197192 50.8743872554242, 0.4419132933197192 50.92438725542419, 0.3919132933197192 50.92438725542419, 0.3919132933197192 50.8743872554242, 0.4419132933197192 50.8743872554242))",300.0,-0.38048115835928514,0.377
1193,"POLYGON ((0.4419132933197192 51.02438725542419, 0.4419132933197192 51.07438725542418, 0.3919132933197192 51.07438725542418, 0.3919132933197192 51.02438725542419, 0.4419132933197192 51.02438725542419))",318.0,,0.001
1196,"POLYGON ((0.4419132933197192 51.17438725542418, 0.4419132933197192 51.22438725542418, 0.3919132933197192 51.22438725542418, 0.3919132933197192 51.17438725542418, 0.4419132933197192 51.17438725542418))",484.0,,0.001
1200,"POLYGON ((0.4419132933197192 51.37438725542417, 0.4419132933197192 51.42438725542416, 0.3919132933197192 51.42438725542416, 0.3919132933197192 51.37438725542417, 0.4419132933197192 51.37438725542417))",361.0,,0.001
1202,"POLYGON ((0.4419132933197192 51.47438725542416, 0.4419132933197192 51.52438725542416, 0.3919132933197192 51.52438725542416, 0.3919132933197192 51.47438725542416, 0.4419132933197192 51.47438725542416))",111.0,-0.4063881384158277,0.357
1203,"POLYGON ((0.4419132933197192 51.52438725542416, 0.4419132933197192 51.57438725542416, 0.3919132933197192 51.57438725542416, 0.3919132933197192 51.52438725542416, 0.4419132933197192 51.52438725542416))",267.0,-0.7584663600549467,0.06
1205,"POLYGON ((0.4419132933197192 51.62438725542415, 0.4419132933197192 51.67438725542415, 0.3919132933197192 51.67438725542415, 0.3919132933197192 51.62438725542415, 0.4419132933197192 51.62438725542415))",476.0,,0.001
1214,"POLYGON ((0.4419132933197192 52.07438725542413, 0.4419132933197192 52.12438725542412, 0.3919132933197192 52.12438725542412, 0.3919132933197192 52.07438725542413, 0.4419132933197192 52.07438725542413))",344.0,,0.001
1217,"POLYGON ((0.4419132933197192 52.22438725542412, 0.4419132933197192 52.27438725542412, 0.3919132933197192 52.27438725542412, 0.3919132933197192 52.22438725542412, 0.4419132933197192 52.22438725542412))",351.0,,0.001
1225,"POLYGON ((0.4419132933197192 52.6243872554241, 0.4419132933197192 52.67438725542409, 0.3919132933197192 52.67438725542409, 0.3919132933197192 52.6243872554241, 0.4419132933197192 52.6243872554241))",162.0,,0.001
1227,"POLYGON ((0.4419132933197192 52.72438725542409, 0.4419132933197192 52.77438725542409, 0.3919132933197192 52.77438725542409, 0.3919132933197192 52.72438725542409, 0.4419132933197192 52.72438725542409))",749.0,,0.001
1233,"POLYGON ((0.4919132933197193 50.8243872554242, 0.4919132933197193 50.8743872554242, 0.4419132933197193 50.8743872554242, 0.4419132933197193 50.8243872554242, 0.4919132933197193 50.8243872554242))",257.0,,0.001
1235,"POLYGON ((0.4919132933197193 50.92438725542419, 0.4919132933197193 50.97438725542419, 0.4419132933197193 50.97438725542419, 0.4419132933197193 50.92438725542419, 0.4919132933197193 50.92438725542419))",308.0,-0.2424447924227611,0.496
1236,"POLYGON ((0.4919132933197193 50.97438725542419, 0.4919132933197193 51.02438725542419, 0.4419132933197193 51.02438725542419, 0.4419132933197193 50.97438725542419, 0.4919132933197193 50.97438725542419))",339.0,-0.31242508451005463,0.446
1238,"POLYGON ((0.4919132933197193 51.07438725542418, 0.4919132933197193 51.12438725542418, 0.4419132933197193 51.12438725542418, 0.4419132933197193 51.07438725542418, 0.4919132933197193 51.07438725542418))",399.0,,0.001
1240,"POLYGON ((0.4919132933197193 51.17438725542418, 0.4919132933197193 51.22438725542418, 0.4419132933197193 51.22438725542418, 0.4419132933197193 51.17438725542418, 0.4919132933197193 51.17438725542418))",302.0,-0.42797863205449377,0.337
1241,"POLYGON ((0.4919132933197193 51.22438725542418, 0.4919132933197193 51.27438725542417, 0.4419132933197193 51.27438725542417, 0.4419132933197193 51.22438725542418, 0.4919132933197193 51.22438725542418))",257.0,-0.3999296701445175,0.271
1242,"POLYGON ((0.4919132933197193 51.27438725542417, 0.4919132933197193 51.32438725542417, 0.4419132933197193 51.32438725542417, 0.4419132933197193 51.27438725542417, 0.4919132933197193 51.27438725542417))",237.0,-0.3050083876764749,0.379
1243,"POLYGON ((0.4919132933197193 51.32438725542417, 0.4919132933197193 51.37438725542417, 0.4419132933197193 51.37438725542417, 0.4419132933197193 51.32438725542417, 0.4919132933197193 51.32438725542417))",366.0,-0.472906487216518,0.294
1246,"POLYGON ((0.4919132933197193 51.47438725542416, 0.4919132933197193 51.52438725542416, 0.4419132933197193 51.52438725542416, 0.4419132933197193 51.47438725542416, 0.4919132933197193 51.47438725542416))",562.0,0.681654501394868,0.128
1247,"POLYGON ((0.4919132933197193 51.52438725542416, 0.4919132933197193 51.57438725542416, 0.4419132933197193 51.57438725542416, 0.4419132933197193 51.52438725542416, 0.4919132933197193 51.52438725542416))",747.0,0.28444054725888085,0.218
1248,"POLYGON ((0.4919132933197193 51.57438725542416, 0.4919132933197193 51.62438725542415, 0.4419132933197193 51.62438725542415, 0.4419132933197193 51.57438725542416, 0.4919132933197193 51.57438725542416))",580.0,0.6817495908929042,0.127
1250,"POLYGON ((0.4919132933197193 51.67438725542415, 0.4919132933197193 51.72438725542415, 0.4419132933197193 51.72438725542415, 0.4419132933197193 51.67438725542415, 0.4919132933197193 51.67438725542415))",323.0,1.535711789255046,0.072
1251,"POLYGON ((0.4919132933197193 51.72438725542415, 0.4919132933197193 51.77438725542414, 0.4419132933197193 51.77438725542414, 0.4419132933197193 51.72438725542415, 0.4919132933197193 51.72438725542415))",1125.0,-0.27563586991612793,0.48
1255,"POLYGON ((0.4919132933197193 51.92438725542414, 0.4919132933197193 51.97438725542413, 0.4419132933197193 51.97438725542413, 0.4419132933197193 51.92438725542414, 0.4919132933197193 51.92438725542414))",343.0,,0.001
1258,"POLYGON ((0.4919132933197193 52.07438725542413, 0.4919132933197193 52.12438725542412, 0.4419132933197193 52.12438725542412, 0.4419132933197193 52.07438725542413, 0.4919132933197193 52.07438725542413))",235.0,,0.001
1281,"POLYGON ((0.5419132933197194 51.02438725542419, 0.5419132933197194 51.07438725542418, 0.4919132933197193 51.07438725542418, 0.4919132933197193 51.02438725542419, 0.5419132933197194 51.02438725542419))",527.0,-0.4993394102671942,0.27
1282,"POLYGON ((0.5419132933197194 51.07438725542418, 0.5419132933197194 51.12438725542418, 0.4919132933197193 51.12438725542418, 0.4919132933197193 51.07438725542418, 0.5419132933197194 51.07438725542418))",225.0,-0.18628408710734914,0.497
1285,"POLYGON ((0.5419132933197194 51.22438725542418, 0.5419132933197194 51.27438725542417, 0.4919132933197193 51.27438725542417, 0.4919132933197193 51.22438725542418, 0.5419132933197194 51.22438725542418))",267.0,-0.259610019016198,0.435
1286,"POLYGON ((0.5419132933197194 51.27438725542417, 0.5419132933197194 51.32438725542417, 0.4919132933197193 51.32438725542417, 0.4919132933197193 51.27438725542417, 0.5419132933197194 51.27438725542417))",245.0,-0.16959611541496555,0.469
1288,"POLYGON ((0.5419132933197194 51.37438725542417, 0.5419132933197194 51.42438725542416, 0.4919132933197193 51.42438725542416, 0.4919132933197193 51.37438725542417, 0.5419132933197194 51.37438725542417))",1889.0,-0.03217891527289678,0.362
1292,"POLYGON ((0.5419132933197194 51.57438725542416, 0.5419132933197194 51.62438725542415, 0.4919132933197193 51.62438725542415, 0.4919132933197193 51.57438725542416, 0.5419132933197194 51.57438725542416))",645.0,-0.2643566978161882,0.361
1293,"POLYGON ((0.5419132933197194 51.62438725542415, 0.5419132933197194 51.67438725542415, 0.4919132933197193 51.67438725542415, 0.4919132933197193 51.62438725542415, 0.5419132933197194 51.62438725542415))",165.0,-0.19393243627098883,0.418
1294,"POLYGON ((0.5419132933197194 51.67438725542415, 0.5419132933197194 51.72438725542415, 0.4919132933197193 51.72438725542415, 0.4919132933197193 51.67438725542415, 0.5419132933197194 51.67438725542415))",107.0,-0.4471512630991713,0.217
1297,"POLYGON ((0.5419132933197194 51.82438725542414, 0.5419132933197194 51.87438725542414, 0.4919132933197193 51.87438725542414, 0.4919132933197193 51.82438725542414, 0.5419132933197194 51.82438725542414))",250.0,-0.40675344683633513,0.257
1306,"POLYGON ((0.5419132933197194 52.27438725542412, 0.5419132933197194 52.32438725542411, 0.4919132933197193 52.32438725542411, 0.4919132933197193 52.27438725542412, 0.5419132933197194 52.27438725542412))",154.0,-0.6946740981578122,0.024
1307,"POLYGON ((0.5419132933197194 52.32438725542411, 0.5419132933197194 52.37438725542411, 0.4919132933197193 52.37438725542411, 0.4919132933197193 52.32438725542411, 0.5419132933197194 52.32438725542411))",206.0,-0.7497830057996634,0.004
1308,"POLYGON ((0.5419132933197194 52.37438725542411, 0.5419132933197194 52.42438725542411, 0.4919132933197193 52.42438725542411, 0.4919132933197193 52.37438725542411, 0.5419132933197194 52.37438725542411))",118.0,-0.6949113785623506,0.023
1310,"POLYGON ((0.5419132933197194 52.47438725542411, 0.5419132933197194 52.5243872554241, 0.4919132933197193 52.5243872554241, 0.4919132933197193 52.47438725542411, 0.5419132933197194 52.47438725542411))",60.0,-0.37952452720798396,0.385
1318,"POLYGON ((0.5419132933197194 52.87438725542408, 0.5419132933197194 52.92438725542408, 0.4919132933197193 52.92438725542408, 0.4919132933197193 52.87438725542408, 0.5419132933197194 52.87438725542408))",185.0,-0.7091852412569557,0.087
1319,"POLYGON ((0.5419132933197194 52.92438725542408, 0.5419132933197194 52.97438725542408, 0.4919132933197193 52.97438725542408, 0.4919132933197193 52.92438725542408, 0.5419132933197194 52.92438725542408))",133.0,-0.5918387370997854,0.191
1321,"POLYGON ((0.5919132933197194 50.8243872554242, 0.5919132933197194 50.8743872554242, 0.5419132933197194 50.8743872554242, 0.5419132933197194 50.8243872554242, 0.5919132933197194 50.8243872554242))",707.0,-0.3470892621313501,0.408
1322,"POLYGON ((0.5919132933197194 50.8743872554242, 0.5919132933197194 50.92438725542419, 0.5419132933197194 50.92438725542419, 0.5419132933197194 50.8743872554242, 0.5919132933197194 50.8743872554242))",292.0,0.5900023645437583,0.144
1327,"POLYGON ((0.5919132933197194 51.12438725542418, 0.5919132933197194 51.17438725542418, 0.5419132933197194 51.17438725542418, 0.5419132933197194 51.12438725542418, 0.5919132933197194 51.12438725542418))",201.0,-0.39796369601815434,0.273
1329,"POLYGON ((0.5919132933197194 51.22438725542418, 0.5919132933197194 51.27438725542417, 0.5419132933197194 51.27438725542417, 0.5419132933197194 51.22438725542418, 0.5919132933197194 51.22438725542418))",418.0,-0.4296843818995363,0.24
1331,"POLYGON ((0.5919132933197194 51.32438725542417, 0.5919132933197194 51.37438725542417, 0.5419132933197194 51.37438725542417, 0.5419132933197194 51.32438725542417, 0.5919132933197194 51.32438725542417))",429.0,0.6256009765700831,0.125
1334,"POLYGON ((0.5919132933197194 51.47438725542416, 0.5919132933197194 51.52438725542416, 0.5419132933197194 51.52438725542416, 0.5419132933197194 51.47438725542416, 0.5919132933197194 51.47438725542416))",343.0,-0.09071595597432824,0.423
1335,"POLYGON ((0.5919132933197194 51.52438725542416, 0.5919132933197194 51.57438725542416, 0.5419132933197194 51.57438725542416, 0.5419132933197194 51.52438725542416, 0.5919132933197194 51.52438725542416))",463.0,0.045541555244058604,0.364
1336,"POLYGON ((0.5919132933197194 51.57438725542416, 0.5919132933197194 51.62438725542415, 0.5419132933197194 51.62438725542415, 0.5419132933197194 51.57438725542416, 0.5919132933197194 51.57438725542416))",358.0,-0.04842217049103428,0.463
1338,"POLYGON ((0.5919132933197194 51.67438725542415, 0.5919132933197194 51.72438725542415, 0.5419132933197194 51.72438725542415, 0.5419132933197194 51.67438725542415, 0.5919132933197194 51.67438725542415))",333.0,-0.5846679805983522,0.035
1341,"POLYGON ((0.5919132933197194 51.82438725542414, 0.5919132933197194 51.87438725542414, 0.5419132933197194 51.87438725542414, 0.5419132933197194 51.82438725542414, 0.5919132933197194 51.82438725542414))",147.0,-0.11198717775010585,0.48
1342,"POLYGON ((0.5919132933197194 51.87438725542414, 0.5919132933197194 51.92438725542414, 0.5419132933197194 51.92438725542414, 0.5419132933197194 51.87438725542414, 0.5919132933197194 51.87438725542414))",386.0,-0.36875635259980366,0.247
1351,"POLYGON ((0.5919132933197194 52.32438725542411, 0.5919132933197194 52.37438725542411, 0.5419132933197194 52.37438725542411, 0.5419132933197194 52.32438725542411, 0.5919132933197194 52.32438725542411))",73.0,-0.6503259964710829,0.017
1355,"POLYGON ((0.5919132933197194 52.5243872554241, 0.5919132933197194 52.5743872554241, 0.5419132933197194 52.5743872554241, 0.5419132933197194 52.5243872554241, 0.5919132933197194 52.5243872554241))",279.0,-0.8737767760438315,0.023
1358,"POLYGON ((0.5919132933197194 52.67438725542409, 0.5919132933197194 52.72438725542409, 0.5419132933197194 52.72438725542409, 0.5419132933197194 52.67438725542409, 0.5919132933197194 52.67438725542409))",150.0,,0.001
1368,"POLYGON ((0.6419132933197195 50.97438725542419, 0.6419132933197195 51.02438725542419, 0.5919132933197194 51.02438725542419, 0.5919132933197194 50.97438725542419, 0.6419132933197195 50.97438725542419))",249.0,-0.1318693205177502,0.425
1371,"POLYGON ((0.6419132933197195 51.12438725542418, 0.6419132933197195 51.17438725542418, 0.5919132933197194 51.17438725542418, 0.5919132933197194 51.12438725542418, 0.6419132933197195 51.12438725542418))",316.0,-0.5545924778218149,0.23
1375,"POLYGON ((0.6419132933197195 51.32438725542417, 0.6419132933197195 51.37438725542417, 0.5919132933197194 51.37438725542417, 0.5919132933197194 51.32438725542417, 0.6419132933197195 51.32438725542417))",610.0,-0.35762734959525333,0.313
1376,"POLYGON ((0.6419132933197195 51.37438725542417, 0.6419132933197195 51.42438725542416, 0.5919132933197194 51.42438725542416, 0.5919132933197194 51.37438725542417, 0.6419132933197195 51.37438725542417))",146.0,-0.1534811021364569,0.475
1379,"POLYGON ((0.6419132933197195 51.52438725542416, 0.6419132933197195 51.57438725542416, 0.5919132933197194 51.57438725542416, 0.5919132933197194 51.52438725542416, 0.6419132933197195 51.52438725542416))",349.0,0.5381833823530218,0.128
1380,"POLYGON ((0.6419132933197195 51.57438725542416, 0.6419132933197195 51.62438725542415, 0.5919132933197194 51.62438725542415, 0.5919132933197194 51.57438725542416, 0.6419132933197195 51.57438725542416))",635.0,0.3865806008755616,0.171
1381,"POLYGON ((0.6419132933197195 51.62438725542415, 0.6419132933197195 51.67438725542415, 0.5919132933197194 51.67438725542415, 0.5919132933197194 51.62438725542415, 0.6419132933197195 51.62438725542415))",291.0,-0.009509612530282718,0.383
1384,"POLYGON ((0.6419132933197195 51.77438725542414, 0.6419132933197195 51.82438725542414, 0.5919132933197194 51.82438725542414, 0.5919132933197194 51.77438725542414, 0.6419132933197195 51.77438725542414))",555.0,-0.37481006101140546,0.245
1387,"POLYGON ((0.6419132933197195 51.92438725542414, 0.6419132933197195 51.97438725542413, 0.5919132933197194 51.97438725542413, 0.5919132933197194 51.92438725542414, 0.6419132933197195 51.92438725542414))",452.0,-0.13546913209429173,0.423
1389,"POLYGON ((0.6419132933197195 52.02438725542413, 0.6419132933197195 52.07438725542413, 0.5919132933197194 52.07438725542413, 0.5919132933197194 52.02438725542413, 0.6419132933197195 52.02438725542413))",277.0,-0.3692850714916536,0.4
1393,"POLYGON ((0.6419132933197195 52.22438725542412, 0.6419132933197195 52.27438725542412, 0.5919132933197194 52.27438725542412, 0.5919132933197194 52.22438725542412, 0.6419132933197195 52.22438725542412))",197.0,,0.001
